event,timestamp,action
menu,8.636223,open
menu,37.65052,open
menu,49.83685,open
menu,66.98799,open
menu,86.04184,open
menu,102.5574,open
menu,104.3956,close
menu,121.813,open
menu,159.4144,open
menu,216.4107,open
menu,219.1139,open
menu,232.4977,open
menu,247.8364,open
menu,252.0676,open
